id_anunt,autoritate,castigator,valoare_ron,data,motiv_excludere
CAN1049199,Consiliul Judetean Buzau,OVIVA DISTRIBUTION S.R.L.,563447,2021-01-14,autoritate non-spital
SCN1074350,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR MEHEDINTI,WATT DISTRIBUTOR S.R.L.,330850,2021-01-14,autoritate non-spital
SCN1078249,Directia Generala de Politie a Municipiului Bucuresti,Duo Cart,,2021-01-16,autoritate non-spital
36039-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,2D-3D Development Art S.R.L.,8865000,2021-01-19,autoritate non-spital
36048-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,„Doseanu & Asociații” societate profesională de avocați cu răspundere limitată,4095000,2021-01-19,autoritate non-spital
36050-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Demoteks Medikal S.R.L.,9450000,2021-01-19,autoritate non-spital
52353-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Limas Group S.R.L.,4095000,2021-01-19,autoritate non-spital
55073-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Liamed,8865000,2021-01-19,autoritate non-spital
228771-2021,Municipiul Carei,BTL ROMANIA APARATURA MEDICALA S.R.L. / ESMED GROUP / GMC BUSINESS ACT / KARL STORZ ENDOSCOPIA ROMANIA / LIAMED / LUAN VISION / SANPRODMED S.R.L.,763935,2021-01-19,autoritate non-spital
CAN1049477,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,134500,2021-01-19,autoritate non-spital
CAN1049480,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,33000,2021-01-19,autoritate non-spital
555120-2020,SERVICIUL DE PROTECTIE SI PAZA – U.M. 0149 F BUCURESTI,,2965155,2021-01-20,unitate militara fara profil de spital
CAN1049545,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,DELTAMED,6000,2021-01-20,autoritate non-spital
CAN1049550,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA NED 2000 EXIM,8550,2021-01-20,autoritate non-spital
CAN1049554,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ARTISANA MEDICAL S.R.L.,4682,2021-01-20,autoritate non-spital
CAN1049563,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA BRIO MEDICAL S.R.L.,4600,2021-01-20,autoritate non-spital
CAN1049565,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,CO&CO Consumer 2002 S.R.L.,4000,2021-01-20,autoritate non-spital
CAN1049566,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA NED 2000 EXIM,8350,2021-01-20,autoritate non-spital
CAN1049571,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,CO&CO Consumer 2002 S.R.L.,1000,2021-01-20,autoritate non-spital
CAN1049572,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,TEHNOPLUS MEDICAL,31900,2021-01-20,autoritate non-spital
CAN1049574,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,OVAVINCI,1500,2021-01-20,autoritate non-spital
CAN1049575,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA BRIO MEDICAL S.R.L.,11650,2021-01-20,autoritate non-spital
CAN1049576,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Natural Es-medical S.R.L,4000,2021-01-20,autoritate non-spital
CAN1049577,ACADEMIA DE STIINTE MEDICALE,PHILIPS ROMANIA SRL,99613,2021-01-20,autoritate non-spital
SCN1071135,Inspectoratul Teritorial al Politiei de Frontiera Giurgiu,DOLEX COM,25900,2021-01-20,autoritate non-spital
CAN1049636,AGENTIA NATIONALA DE ADMINISTRARE FISCALA,BIOLAB SCIENTIFIC SRL,25200,2021-01-21,autoritate non-spital
CAN1049637,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MATEI CONF GRUP,29500,2021-01-21,autoritate non-spital
CAN1049638,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,30000,2021-01-21,autoritate non-spital
CAN1049658,Banca Nationala a Romaniei,DOLEX COM,92400,2021-01-21,autoritate non-spital
CN1023773,C.N. POSTA ROMANA S.A.,YORK FARM,95000,2021-01-21,entitate privata (SRL/SA)
475801-2020,Orașul Aleșd,,3916426,2021-01-22,autoritate non-spital
33735-2021,Česká republika – Ministerstvo práce a sociálních věcí,TRANSPOL - SERVICE S.R.L. / TRANSPOL SERVICE SRL,1272500,2021-01-22,autoritate non-spital
CAN1049707,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,NAFKA GRUP S.R.L.,4140,2021-01-22,autoritate non-spital
CAN1049709,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,NANO BIO MEDICAL S.R.L.,2150,2021-01-22,autoritate non-spital
CAN1049711,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Steril Romania S.R.L.,5040,2021-01-22,autoritate non-spital
CAN1049713,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,X-Lab Solutions S.R.L.,10249,2021-01-22,autoritate non-spital
CAN1049717,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA BRIO MEDICAL S.R.L.,13670,2021-01-22,autoritate non-spital
CAN1049720,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,DELTAMED,8100,2021-01-22,autoritate non-spital
CAN1049722,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Steril Romania S.R.L.,10600,2021-01-22,autoritate non-spital
CAN1049725,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,NOVITRADE S.R.L.,20600,2021-01-22,autoritate non-spital
CAN1049726,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA BRIO MEDICAL S.R.L.,7745,2021-01-22,autoritate non-spital
CAN1049727,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ROVAL MED,4250,2021-01-22,autoritate non-spital
CAN1049728,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALPHA BRIO MEDICAL S.R.L.,164500,2021-01-22,autoritate non-spital
CAN1049729,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,CERVA ROMANIA,180000,2021-01-22,autoritate non-spital
CAN1049730,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MATEI CONF GRUP,55000,2021-01-22,autoritate non-spital
CAN1049731,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Natural Es-medical S.R.L,15000,2021-01-22,autoritate non-spital
CAN1049732,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MATEI CONF GRUP,35050,2021-01-22,autoritate non-spital
CAN1049733,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MED - AL TRADING SRL,27500,2021-01-22,autoritate non-spital
CAN1049735,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALISON HAYES (ROMANIA),9500,2021-01-22,autoritate non-spital
CAN1049736,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,CERVA ROMANIA,90000,2021-01-22,autoritate non-spital
SCN1078768,COMUNA CARAULA (PRIMARIA CARAULA),SIGNAL SPECTRUM SRL-D,165780,2021-01-25,autoritate non-spital
49506-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Liamed,740000,2021-01-26,autoritate non-spital
CAN1049823,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Pansiprod Distributie,77600,2021-01-26,autoritate non-spital
CAN1049825,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,36000,2021-01-26,autoritate non-spital
CAN1049829,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,2000,2021-01-26,autoritate non-spital
CAN1049833,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,ALISON HAYES (ROMANIA),37500,2021-01-26,autoritate non-spital
CAN1049834,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,CERVA ROMANIA,375000,2021-01-26,autoritate non-spital
CAN1049836,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,56000,2021-01-26,autoritate non-spital
CAN1049838,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Limas Group S.R.L.,18900,2021-01-26,autoritate non-spital
CAN1049839,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,NERAMO DISTRIBUTION,10500,2021-01-26,autoritate non-spital
CAN1049840,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,VALDOMEDICA TRADING,942,2021-01-26,autoritate non-spital
CAN1049845,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,LUAN VISION,5390,2021-01-26,autoritate non-spital
CAN1049846,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MED - AL TRADING SRL,212000,2021-01-26,autoritate non-spital
CAN1049847,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MEDIMPACT,3000,2021-01-26,autoritate non-spital
CAN1049848,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,MLM MEDICAL S.R.L.,2400,2021-01-26,autoritate non-spital
SCN1081370,JUDETUL BOTOSANI,MERVAL GRUP,25050,2021-01-26,autoritate non-spital
512324-2020,ORASUL MIOVENI,,16744000,2021-01-27,autoritate non-spital
41143-2021,Serviciul de Ambulanta Judetean Maramures,ALPHA NED 2000 EXIM / ATLAS SPORT / BEST ACHIZITII / BLUE NEON / CO&CO Consumer 2002 S.R.L. / CRIO - 2 S.R.L. / DACO MEDICAL TECHNOLOGIES / DELTAMED / ENGLOBER S.R.L. / NAFKA GRUP / PRODCONFARM S.R.L. / STERIL ROMANIA / VALDOMEDICA TRADING,956774,2021-01-27,autoritate non-spital
85636-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Nova Tech Med S.R.L.,10200000,2021-01-27,autoritate non-spital
85806-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Alpha Brio Medical S.R.L.,1900000,2021-01-27,autoritate non-spital
CAN1049955,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,CARTO PLAST SRL,350000,2021-01-27,autoritate non-spital
CAN1049969,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,CARTO PLAST SRL,95000,2021-01-27,autoritate non-spital
CAN1049972,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,LIAMED,169000,2021-01-27,autoritate non-spital
SCN1077335,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI IALOMITA,SOS SECURITY SRL,133937,2021-01-27,autoritate non-spital
SCN1081410,SERVICIUL DE AMBULANTA JUDETEAN CONSTANTA,CRIO - 2 S.R.L. / Pansiprod Distributie / SANTOMED S.R.L. / Euroexpand Impex S.R.L. / LUAN VISION / PAUL HARTMANN / TMS - TOP MEDICAL SUPPLIER / CORAMED MEDIZINISCHE PRODUKTE / NAFKA GRUP S.R.L. / MEDIST IMAGING & P.O.C. S.R.L. / MEDCLAS TRADING S.R.L. / TZMO ROMANIA / ENGLOBER S.R.L. / MEDIMPACT,2957365,2021-01-27,autoritate non-spital
SCN1077326,AUTORITATEA ELECTORALA PERMANENTA,MOONHONIQUE COMP,204370,2021-01-28,autoritate non-spital
44789-2021,Serviciul de Ambulanta Judetean Bihor,Corporation Rom-Cons Equipment / Deluxe Cards / Siat Consulting Service S.R.L.,1082850,2021-01-29,autoritate non-spital
CN1028008,Directia Generala de Asistenta Sociala si Protectia Copilului Bacau,S.C. MAXIGEL S.R.L. S.R.L. / S.C. FRAGRA DESIGN S.R.L.,124579,2021-01-29,autoritate non-spital
CAN1050161,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,NOVA TECH MED,600000,2021-02-01,autoritate non-spital
CAN1050173,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,NOVA TECH MED,123200,2021-02-01,autoritate non-spital
CN1028056,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI MARAMURES,FLYNG IMPEX S.R.L. / TZMO ROMANIA / ROALMISA INV,1381546,2021-02-01,autoritate non-spital
SCN1075284,COMUNA DURNESTI (CONSILIUL LOCAL),AMBIENT ROOF DAHA,124792,2021-02-02,autoritate non-spital
413881-2020,Orasul Simleu Silvaniei,,868536,2021-02-04,autoritate non-spital
107304-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Roval Med,5600000,2021-02-04,autoritate non-spital
259060-2022,Consiliul Judetean Arad,GENERAL ELECTRIC MEDICAL SYSTEMS ROMANIA / PHM COMSERV S.R.L. / SUPERMEDICAL / Sof Medica / TEHNO ELECTRO MEDICAL COMPANY S.R.L.,7672296,2021-02-04,autoritate non-spital
CN1028146,ORASUL ORAVITA,CLASSIMED SRL,55375,2021-02-04,autoritate non-spital
CAN1050512,Serviciul Judetean de Ambulanta Botosani,ADEFARM TOP SOLUȚIONS S.R.L.,43400,2021-02-08,autoritate non-spital
SCN1081792,Comuna Ciorasti,BILANCIA EXIM S.R.L.,78898,2021-02-08,autoritate non-spital
448095-2020,CONSILIUL JUDETEAN GORJ,,8336349,2021-02-09,autoritate non-spital
CN1025095,UNIVERSITATEA TEHNICA GHEORGHE ASACHI DIN IASI,BlueNote Communications,40646,2021-02-09,autoritate non-spital
SCNA1049444,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BACAU,EUROVET LAB S.R.L. / TYD ELAN S.R.L. / A.M.S. 2000 TRADING IMPEX S.R.L. / NOVA GROUP INVESTMENT / Noack Romania S.R.L. / NOVACHIM TRADING / TUNIC PROD S.R.L. / KARISSMED TRADE SRL / Tody Laboratories Int / REDOX RESEARCH & ANALYTIC S.R.L. / BIOMEDICA MEDIZINPRODUKTE ROMANIA SRL / DIALAB SOLUTIONS / ANTISEL RO SRL / FOTOMETRIC INSTRUMENTS S.R.L. / DIAMEDIX IMPEX / MEDICLIM S.R.L.,432681,2021-02-09,autoritate non-spital
CAN1050641,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,4 BRANDS SRL,39270,2021-02-10,autoritate non-spital
CAN1050642,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,DELUXE MEDICRAFTS,50605,2021-02-10,autoritate non-spital
CAN1050648,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,A&A FARMA DISTRIBUTION S.R.L,73800,2021-02-10,autoritate non-spital
CAN1050650,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,A&A FARMA DISTRIBUTION S.R.L,61500,2021-02-10,autoritate non-spital
CAN1050651,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,A&A FARMA DISTRIBUTION S.R.L,16400,2021-02-10,autoritate non-spital
CAN1050652,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,A&A FARMA DISTRIBUTION S.R.L,4100,2021-02-10,autoritate non-spital
CAN1050654,SERVICIUL DE AMBULANTA JUDETEAN BISTRITA-NASAUD,A&A FARMA DISTRIBUTION S.R.L,32800,2021-02-10,autoritate non-spital
CN1028267,Municipiul Carei,S.C. Medplaza Health S.R.L.,49000,2021-02-10,autoritate non-spital
CAN1050701,Directia Generala de Asistenta Sociala si Protectia Copilului Timis,RIVER TRADE & SERVICES SRL,29982,2021-02-11,autoritate non-spital
CAN1050702,Directia Generala de Asistenta Sociala si Protectia Copilului Timis,TZMO ROMANIA,19500,2021-02-11,autoritate non-spital
SCN1081911,Directia Sanitar Veterinara si pentru Siguranta Alimentelor Braila,S.C. ESTMOTORS TRADE SRL S.R.L. / SEPADIN S.R.L. / NOVA GROUP INVESTMENT / UNICOMP,377981,2021-02-11,autoritate non-spital
SCN1078010,Universitatea de Medicina si Farmacie din Craiova,TEHNO ELECTRO MEDICAL COMPANY S.R.L.,500000,2021-02-12,autoritate non-spital
SCN1078098,INSPECTORATUL SCOLAR JUDETEAN COVASNA,NOVA TECH MED,140601,2021-02-12,autoritate non-spital
SCN1078292,INSPECTORATUL SCOLAR JUDETEAN VRANCEA,DOLEX COM,92876,2021-02-12,autoritate non-spital
SCN1078131,"Universitatea de Stiinte Agricole si Medicina Veterinara "" Ion Ionescu de la Brad"" Iasi",Neologis Medical,175322,2021-02-13,autoritate non-spital
CAN1050829,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,ALPHA BRIO MEDICAL S.R.L.,162000,2021-02-15,autoritate non-spital
SCN1082037,Directia Generala de Asistenta Sociala si Protectia Copilului Dolj,DELUXE MEDICRAFTS,168240,2021-02-15,autoritate non-spital
104804-2021,JUDETUL GALATI,Caro International S.R.L. / DTL Medical S.R.L.,1787500,2021-02-17,autoritate non-spital
CN1023536,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BACAU,Noack Romania S.R.L.,28200,2021-02-17,autoritate non-spital
SCN1078427,"SNTFC ""CFR CALATORI"" S.A.",NERAMO DISTRIBUTION,8550,2021-02-17,entitate privata (SRL/SA)
CN1024384,COMPLEXUL MULTIFUNCTIONAL CARAIMAN,NEED FARM,399255,2021-02-19,autoritate non-spital
SCN1078426,CURTEA DE APEL ORADEA,GMB Computers,8190,2021-02-20,autoritate non-spital
SCN1082278,Universitatea Nationala de Arte Din Bucuresti,CHROME COMPUTERS S.R.L. / Mida Soft Business,24459,2021-02-22,autoritate non-spital
SCN1080067,COMPANIA MUNICIPALA ILUMINAT PUBLIC BUCURESTI SRL,NERAMO DISTRIBUTION,2850,2021-02-24,entitate privata (SRL/SA)
208380-2021,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,Premia Insurance Consulting,6800000,2021-02-25,autoritate non-spital
CAN1051374,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,SANROTEX TRADING SRL,301500,2021-02-25,autoritate non-spital
CAN1051381,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,MLM MEDICAL S.R.L.,266000,2021-02-25,autoritate non-spital
97731-2021,"Universitatea de Medicina si Farmacie ""Carol Davila""",,1071600,2021-02-26,autoritate non-spital
156951-2021,JUDETUL SALAJ,B. Braun Medical / Elta 90 Medical Research S.R.L. / Linde Gaz România S.R.L. / Mecro System S.R.L. / S.C. Elmed Medical S.R.L. / Tehno Electro Medical Company S.R.L.,3639153,2021-02-26,autoritate non-spital
260988-2021,MUNICIPIUL ARAD,Christiana,772994,2021-02-26,autoritate non-spital
CAN1051455,Directia Generala de Asistenta Sociala si Protectia Copilului Bacau,Safe Mask Prod,10320,2021-03-01,autoritate non-spital
CAN1051462,Directia Generala de Asistenta Sociala si Protectia Copilului Timis,CLASSIMED SRL,31490,2021-03-01,autoritate non-spital
SCN1082593,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",BIO AQUA GROUP / MERC INTERNATIONAL IMPEX S.R.L.,299768,2021-03-01,autoritate non-spital
SCN1078890,COMUNA CORBII MARI (PRIMARIA CORBII MARI),CATTUS S.R.L.,181470,2021-03-02,autoritate non-spital
SCN1079247,MUNICIPIUL MANGALIA,SIGNAL SPECTRUM SRL-D,132350,2021-03-02,autoritate non-spital
SCN1082652,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,VETRO DESIGN / S.C. VESTA INVESTMENT S.R.L.,,2021-03-02,unitate militara fara profil de spital
SCN1082657,SERVICIUL DE AMBULANTA JUDETEAN PRAHOVA,MEDIMPACT / MEDIST IMAGING & P.O.C. S.R.L. / Power Medical / SC CARTO PLAST SRL,300405,2021-03-02,autoritate non-spital
SCN1079395,INSPECTORATUL SCOLAR JUDETEAN BOTOSANI,BEST ACHIZITII,84000,2021-03-03,autoritate non-spital
SCN1082698,COMUNA ROSIA Jud Bihor,S.C. Premium Chem Expert SRL S.R.L. / SOCADANCE MD SRL,189492,2021-03-03,autoritate non-spital
SCN1082776,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Cluj,DIALAB SOLUTIONS / Filara BioMed SRL / Omnivet Impex S.R.L. / DIAMEDIX IMPEX / Noack Romania S.R.L. / MEDICLIM S.R.L.,199200,2021-03-04,autoritate non-spital
391320-2020,"UNIVERSITATEA PENTRU STIINTELE VIETII "" ION IONESCU DE LA BRAD"" DIN IASI",,9381379,2021-03-05,autoritate non-spital
CN1024963,ACADEMIA DE STIINTE MEDICALE,MEDTRONIC ROMANIA,214980,2021-03-06,autoritate non-spital
SCN1082845,INSPECTORATUL DE STAT PENTRU CONTROLUL IN TRANSPORTUL RUTIER,ALPHA NED 2000 EXIM / VANELLI / MOPEKA IMPEX S.R.L. / Medplaza Health / ATLAS MEDICAL / G&M 2000 S.R.L.,740308,2021-03-06,autoritate non-spital
CN1023404,COMPANIA NATIONALA DE ADMINISTRARE A INFRASTRUCTURII RUTIERE S.A.,DOLEX COM,135200,2021-03-07,entitate privata (SRL/SA)
124002-2021,ORASUL MIOVENI,Almed Investments,1083737,2021-03-08,autoritate non-spital
SCN1082873,"UNIVERSITATEA ""LUCIAN BLAGA"" DIN SIBIU",COMTIB S.R.L.,298805,2021-03-08,autoritate non-spital
177958-2021,Directia Generala de Asistenta Sociala si Protectia Copilului Bacau,BIOMAXIMA CLINICAL S.R.L. / DELUXE CARDS / MADIRAL S.R.L. - / MEDITECH CMA / NERAMO DISTRIBUTION / PROGO OFFICE / S.C. ALISON HAYES (ROMANIA) S.R.L. / S.C. EVIDENT VERIAN S.R.L. / S.C. SOS SECURITY SRL S.R.L.,1795972,2021-03-09,autoritate non-spital
SCN1079578,PENITENCIARUL POARTA ALBA,NERAMO DISTRIBUTION,10880,2021-03-09,autoritate non-spital
SCN1082917,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI VRANCEA,NAGUMA MEDICAL SUPPLY / TECHTEX,119454,2021-03-09,autoritate non-spital
120442-2021,Clinica Polisano SRL,ALPHA MEDICAL / ANGIOSPECTRU MED S.R.L. / CARDIOTECH / ENDOTECHNOLOGY / EXIMIA MEDICAL / FIDELIO FARM S.R.L. / FRESENIUS MEDICAL CARE ROMANIA S.R.L. / HELLIMED / Impari line srl / LIFETECH CONSULTING / MAC'S MEDICAL SURGICAL / MEDI -TECH BUSINESS SRL / MEDTRONIC ROMANIA / MEDTRONIC ROMANIA SRL / PHARMICS S.R.L. / PRION POCT / REVISMED MEDICAL / SIRAMED-FARMA S.R.L. / SPYTHA MED SRL / Sante International S.A. / Sof Medica / TECMED / VALDOMEDICA TRADING,252664301,2021-03-10,entitate privata (SRL/SA)
CAN1052008,DIRECTIA DE SANATATE PUBLICA A JUDETULUI SIBIU,NAGUMA MEDICAL SUPPLY,12604,2021-03-11,autoritate non-spital
SCN1083039,Organism Intermediar Regional pentru Programul Operational Sectorial pentru Dezvoltarea Resurselor Umane Bucuresti Ilfov,UNION CO S.R.L. / CHROME COMPUTERS S.R.L. / S.C. QUARTZ MATRIX S.R.L.,126872,2021-03-11,autoritate non-spital
CAN1052123,ORAS OTOPENI,TOTAL UTILITY PREST S.R.L.,99635,2021-03-12,autoritate non-spital
CAN1052128,ORAS OTOPENI,INNDESIGN MOBILIER,148463,2021-03-12,autoritate non-spital
SCN1083156,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,NITECH S.R.L. / ANTISEL RO SRL,157500,2021-03-15,autoritate non-spital
548457-2020,JUDETUL CLUJ (CONSILIUL JUDETEAN),,,2021-03-16,autoritate non-spital
CN1029287,Compania APA Brasov,BIO AQUA GROUP,124178,2021-03-16,autoritate non-spital
CN1026758,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BACAU,Noack Romania S.R.L.,28200,2021-03-18,autoritate non-spital
SCN1083288,Directia de Sanatate Publica Vaslui,PRAXIS MEDICA S.R.L. / A.M.S. 2000 TRADING IMPEX / DDS Diagnostic,2403072,2021-03-18,autoritate non-spital
136752-2021,SERVICIUL DE AMBULANTA AL JUDETULUI CLUJ,ALPHA NED 2000 EXIM / AVMED PLUS / B.BRAUN MEDICAL / BIZMED SRL / CRIO - 2 S.R.L. / LUAN VISION / MEDIMPACT / MEDIST IMAGING & P.O.C. S.R.L. / NAFKA GRUP S.R.L. / Novaintermed S.R.L. / Pansiprod Distributie / RICOMED / S.C. DELTAMED S.R.L. / S.C. Natural Es-medical S.R.L S.R.L. / S.C.MEDICAL GRUP S.R.L. / SANROTEX TRADING SRL / TMS - TOP MEDICAL SUPPLIER / TZMO ROMANIA / VALDOMEDICA TRADING,969846,2021-03-19,autoritate non-spital
136828-2021,MINISTERUL APARARII - U.M. 01512 SIBIU,Census Group / Comtib / DNS Birotica / Euricom Trade S.R.L. / Reinigung,3043425,2021-03-19,unitate militara fara profil de spital
136929-2021,INSTITUTUL NATIONAL DE HEMATOLOGIE TRANSFUZIONALA Prof.Dr.C.T.Nicolau,Grandis Impact S.R.L. / Medical Logistic Partner / X-Lab Solutions S.R.L.,4847388,2021-03-19,institut de cercetare / fara paturi de spital
SCN1078462,DIRECTIA DE ASISTENTA SOCIALA PETRILA,MARIA ANTONIA SERVICII SRL,268142,2021-03-20,autoritate non-spital
SCN1064455,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA,DRAGER SAFETY ROMANIA,122631,2021-03-23,entitate privata (SRL/SA)
CAN1052819,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,MLM MEDICAL S.R.L.,89600,2021-03-24,autoritate non-spital
SCN1078866,Municipiul Cluj-Napoca,FARMEC,37600,2021-03-24,autoritate non-spital
SCN1080937,SERVICIUL DE PROTECTIE SI PAZA – U.M. 0149 F BUCURESTI,OFFICE&MORE,18300,2021-03-25,unitate militara fara profil de spital
CAN1052909,ORAS OTOPENI,TRIDENT MEDICAL COMPANY S.R.L.,8608,2021-03-26,autoritate non-spital
SCN1078930,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,MEDIMPACT,,2021-03-26,unitate militara fara profil de spital
154323-2021,Direcția Sanitară Veterinară și pentru Siguranța Alimentelor Brașov,A.M.S. 2000 TRADING IMPEX S.R.L. / AVENA MEDICA S.R.L. / DIALAB SOLUTIONS / DIAMEDIX IMPEX / EUROVET LAB S.R.L. / FOTOMETRIC INSTRUMENTS S.R.L. / Filara BioMed SRL / KARISSMED TRADE SRL / MEDICAMED MARKET S.R.L. / MEDICLIM S.R.L. / MEDVET DIAGNOSTIC / NOACK ROMANIA SRL / NOVA GROUP INVESTMENT / NOVACHIM TRADING / Omnivet Impex S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / REDOX RESEARCH & ANALYTIC S.R.L. / TUNIC PROD S.R.L. / TYD ELAN S.R.L.,866119,2021-03-29,autoritate non-spital
